Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-611,611,Male,Manufacturing Director,Divorced,No,Y,2,29,1,232,19,Bachelor's Degree,1,4,34,3,2,4,4262,22645,4,12,3,2,80,2,8,4,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-612,612,Female,Research Director,Divorced,No,Y,2,33,1,922,1,Doctoral Degree,1,1,95,4,4,3,16184,22578,4,19,3,3,80,1,10,3,6,1,0,5
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-613,613,Male,Manager,Divorced,No,Y,3,31,1,688,7,Bachelor's Degree,1,3,44,2,3,4,11557,25291,9,21,4,3,80,1,10,2,5,4,0,1
Yes,Travel_Frequently,Under 25,Ex-Employees,Sales,Marketing,STAFF-614,614,Male,Sales Representative,Single,Yes,Y,3,18,0,1306,5,Bachelor's Degree,1,2,69,3,1,2,1878,8059,1,14,3,4,80,0,0,3,0,0,0,0
No,Non-Travel,35 - 44,Current Employees,Sales,Other,STAFF-615,615,Male,Sales Executive,Divorced,No,Y,2,40,1,1094,28,Bachelor's Degree,1,3,58,1,3,1,10932,11373,3,15,3,3,80,1,20,3,1,0,0,1
No,Non-Travel,35 - 44,Current Employees,R&D,Other,STAFF-616,616,Female,Healthcare Representative,Single,Yes,Y,3,41,1,509,2,Master's Degree,1,1,62,2,2,3,6811,2112,2,17,3,1,80,0,10,3,8,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-618,618,Male,Sales Executive,Divorced,No,Y,5,26,1,775,29,Associates Degree,1,1,45,3,2,3,4306,4267,5,12,3,1,80,2,8,3,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-620,620,Female,Sales Executive,Single,No,Y,3,35,1,195,1,Bachelor's Degree,1,1,80,3,2,3,4859,6698,1,16,3,4,80,0,5,3,5,4,0,3
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-621,621,Male,Sales Executive,Single,No,Y,3,34,1,258,21,Master's Degree,1,4,74,4,2,4,5337,19921,1,12,3,4,80,0,10,3,10,7,5,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,STAFF-622,622,Male,Laboratory Technician,Single,Yes,Y,3,26,0,471,24,Bachelor's Degree,1,3,66,1,1,4,2340,23213,1,18,3,2,80,0,1,1,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-623,623,Female,Manufacturing Director,Single,No,Y,3,37,1,799,1,Bachelor's Degree,1,2,59,3,3,4,7491,23848,4,17,3,4,80,0,12,4,6,5,1,2
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-624,624,Female,Healthcare Representative,Married,No,Y,3,46,1,1034,18,High School,1,1,86,3,3,3,10527,8984,5,11,3,4,80,0,28,2,2,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-625,625,Female,Manager,Married,No,Y,2,41,1,1276,2,Doctoral Degree,1,2,91,3,4,1,16595,5626,7,16,3,2,80,1,22,3,18,16,11,8
No,Non-Travel,35 - 44,Current Employees,Sales,Medical,STAFF-626,626,Male,Sales Executive,Divorced,No,Y,6,37,1,142,9,Master's Degree,1,1,69,3,3,2,8834,24666,1,13,3,4,80,1,9,3,9,5,7,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-630,630,Male,Research Scientist,Divorced,Yes,Y,3,52,1,956,6,Associates Degree,1,4,78,3,2,1,5577,22087,3,12,3,2,80,2,18,3,10,9,6,9
Yes,Non-Travel,25 - 34,Ex-Employees,Sales,Other,STAFF-631,631,Male,Sales Executive,Married,No,Y,2,32,0,1474,11,Master's Degree,1,4,60,4,2,3,4707,23914,8,12,3,4,80,0,6,3,4,2,1,2
No,Travel_Frequently,Under 25,Current Employees,Sales,Medical,STAFF-632,632,Male,Sales Representative,Married,No,Y,3,24,1,535,24,Bachelor's Degree,1,4,38,3,1,4,2400,5530,0,13,3,3,80,2,3,3,2,2,2,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-634,634,Female,Healthcare Representative,Married,No,Y,4,38,1,1495,10,Bachelor's Degree,1,3,76,3,2,3,9824,22174,3,19,3,3,80,1,18,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-635,635,Female,Manufacturing Director,Married,No,Y,2,37,1,446,1,Master's Degree,1,2,65,3,2,2,6447,15701,6,12,3,2,80,1,8,2,6,5,4,3
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-638,638,Male,Research Director,Divorced,Yes,Y,5,49,1,1245,18,Master's Degree,1,4,58,2,5,3,19502,2125,1,17,3,3,80,1,31,3,31,9,0,9
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-639,639,Male,Research Scientist,Married,Yes,Y,3,24,1,691,23,Bachelor's Degree,1,2,89,4,1,4,2725,21630,1,11,3,2,80,2,6,3,6,5,1,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-641,641,Male,Sales Executive,Married,No,Y,5,26,1,703,28,Associates Degree,1,1,66,3,2,2,6272,7428,1,20,4,4,80,2,6,4,5,3,1,4
No,Travel_Rarely,Under 25,Current Employees,R&D,Other,STAFF-643,643,Male,Laboratory Technician,Married,No,Y,2,24,1,823,17,Associates Degree,1,4,94,2,1,2,2127,9100,1,21,4,4,80,1,1,3,1,0,0,0
No,Travel_Frequently,45 - 54,Current Employees,HR,Medical,STAFF-644,644,Male,Manager,Married,No,Y,2,50,1,1246,3,Bachelor's Degree,1,1,99,3,5,2,18200,7999,1,11,3,3,80,1,32,3,32,5,10,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-645,645,Male,Sales Representative,Married,No,Y,1,25,1,622,13,High School,1,2,40,3,1,3,2096,26376,1,11,3,3,80,0,7,3,7,4,0,6
Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-647,647,Female,Laboratory Technician,Married,Yes,Y,4,24,0,1287,7,Bachelor's Degree,1,1,55,3,1,3,2886,14168,1,16,3,4,80,1,6,3,6,3,1,2
Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-648,648,Male,Sales Representative,Married,No,Y,2,30,0,448,12,Master's Degree,1,2,74,2,1,1,2033,14470,1,18,3,3,80,1,1,4,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-649,649,Male,Research Scientist,Married,Yes,Y,3,34,1,254,1,Associates Degree,1,2,83,2,1,4,3622,22794,1,13,3,4,80,1,6,3,6,5,1,3
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Medical,STAFF-650,650,Male,Sales Executive,Divorced,No,Y,2,31,0,1365,13,Master's Degree,1,2,46,3,2,1,4233,11512,2,17,3,3,80,0,9,1,3,1,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-652,652,Male,Laboratory Technician,Single,No,Y,3,35,1,538,25,Associates Degree,1,1,54,2,2,4,3681,14004,4,14,3,4,80,0,9,3,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-653,653,Male,Sales Executive,Divorced,No,Y,4,31,1,525,6,Master's Degree,1,1,66,4,2,4,5460,6219,4,22,4,4,80,2,13,4,7,7,5,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-655,655,Female,Research Scientist,Divorced,No,Y,5,27,1,798,6,Master's Degree,1,1,66,2,1,3,2187,5013,0,12,3,3,80,2,6,2,5,3,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-656,656,Male,Sales Executive,Married,Yes,Y,3,37,1,558,2,Bachelor's Degree,1,4,75,3,2,3,9602,3010,4,11,3,3,80,1,17,2,3,0,1,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-657,657,Female,Research Scientist,Single,No,Y,0,20,1,959,1,Bachelor's Degree,1,4,83,2,1,2,2836,11757,1,13,3,4,80,0,1,4,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-659,659,Female,Healthcare Representative,Married,No,Y,4,42,1,622,2,Master's Degree,1,3,81,3,2,4,4089,5718,1,13,3,2,80,2,10,3,10,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-661,661,Male,Research Director,Divorced,Yes,Y,3,43,1,782,6,Master's Degree,1,2,50,2,4,4,16627,2671,4,14,3,3,80,1,21,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-662,662,Female,Research Scientist,Single,No,Y,3,38,1,362,1,High School,1,3,43,3,1,1,2619,14561,3,17,3,4,80,0,8,2,0,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-663,663,Male,Laboratory Technician,Divorced,Yes,Y,3,43,1,1001,9,Doctoral Degree,1,4,72,3,2,3,5679,19627,3,13,3,2,80,1,10,3,8,7,4,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-664,664,Female,Manager,Married,No,Y,3,48,1,1236,1,Master's Degree,1,4,40,2,4,1,15402,17997,7,11,3,1,80,1,21,1,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,STAFF-665,665,Female,Human Resources,Single,No,Y,1,44,1,1112,1,Master's Degree,1,1,50,2,2,3,5985,26894,4,11,3,2,80,0,10,4,2,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,STAFF-666,666,Female,Sales Representative,Divorced,Yes,Y,3,34,1,204,14,Bachelor's Degree,1,3,31,3,1,3,2579,2912,1,18,3,4,80,2,8,3,8,2,0,6
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,STAFF-667,667,Male,Sales Representative,Divorced,No,Y,3,27,0,1420,2,High School,1,3,85,3,1,1,3041,16346,0,11,3,2,80,1,5,3,4,3,0,2
No,Travel_Rarely,Under 25,Current Employees,Sales,Technical Degree,STAFF-669,669,Male,Sales Representative,Single,No,Y,2,21,1,1343,22,High School,1,3,49,3,1,3,3447,24444,1,11,3,3,80,0,3,3,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-671,671,Male,Manager,Married,Yes,Y,2,44,1,1315,3,Master's Degree,1,4,35,3,5,4,19513,9358,4,12,3,1,80,1,26,4,2,2,0,1
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-675,675,Male,Research Scientist,Married,No,Y,3,22,1,604,6,High School,1,1,69,3,1,3,2773,12145,0,20,4,4,80,0,3,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-677,677,Male,Sales Executive,Divorced,No,Y,3,33,1,1216,8,Master's Degree,1,3,39,3,2,3,7104,20431,0,12,3,4,80,0,6,3,5,0,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-679,679,Female,Research Scientist,Married,Yes,Y,2,32,1,646,9,Master's Degree,1,1,92,3,2,4,6322,18089,1,12,3,4,80,1,6,2,6,4,0,5
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-680,680,Female,Research Scientist,Divorced,No,Y,2,30,1,160,3,Bachelor's Degree,1,3,71,3,1,3,2083,22653,1,20,4,3,80,1,1,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Medical,STAFF-682,682,Female,Sales Executive,Single,No,Y,2,53,1,238,1,High School,1,4,34,3,2,1,8381,7507,7,20,4,4,80,0,18,4,14,7,8,10
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-683,683,Male,Research Scientist,Married,No,Y,4,34,1,1397,1,Doctoral Degree,1,2,42,3,1,4,2691,7660,1,12,3,4,80,1,10,2,10,9,8,8
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Life Sciences,STAFF-684,684,Female,Sales Executive,Married,No,Y,4,45,0,306,26,Master's Degree,1,1,100,3,2,1,4286,5630,2,14,3,4,80,2,5,3,1,1,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-686,686,Female,Laboratory Technician,Married,Yes,Y,2,26,1,991,6,Bachelor's Degree,1,3,71,3,1,4,2659,17759,1,13,3,3,80,1,3,3,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-689,689,Male,Manufacturing Director,Married,No,Y,2,37,1,482,3,Bachelor's Degree,1,3,36,3,3,3,9434,9606,1,15,3,3,80,1,10,3,10,7,7,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-690,690,Female,Sales Executive,Married,No,Y,5,29,1,1176,3,Associates Degree,1,2,62,3,2,3,5561,3487,1,14,3,1,80,1,6,2,6,0,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-691,691,Male,Research Scientist,Single,No,Y,3,35,1,1017,6,Master's Degree,1,2,82,1,2,4,6646,19368,1,13,3,2,80,0,17,3,17,11,11,8
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-692,692,Male,Healthcare Representative,Divorced,No,Y,2,33,1,1296,6,Bachelor's Degree,1,3,30,3,2,4,7725,5335,3,23,4,3,80,1,15,1,13,11,4,7
No,Travel_Rarely,45 - 54,Current Employees,HR,Medical,STAFF-698,698,Male,Human Resources,Married,No,Y,1,54,1,397,19,Master's Degree,1,3,88,3,3,2,10725,6729,2,15,3,3,80,1,16,4,9,7,7,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-699,699,Male,Manufacturing Director,Divorced,Yes,Y,2,36,1,913,9,Associates Degree,1,2,48,2,2,2,8847,13934,2,11,3,3,80,1,13,3,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-700,700,Male,Research Scientist,Single,No,Y,0,27,1,1115,3,Master's Degree,1,1,54,2,1,4,2045,15174,0,13,3,4,80,0,5,3,4,2,1,1
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-701,701,Male,Research Scientist,Single,Yes,Y,5,20,0,1362,10,High School,1,4,32,3,1,3,1009,26999,1,11,3,4,80,0,1,3,1,0,1,1
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-702,702,Male,Research Scientist,Single,Yes,Y,3,33,0,1076,3,Bachelor's Degree,1,1,70,3,1,1,3348,3164,1,11,3,1,80,0,10,3,10,8,9,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-704,704,Male,Laboratory Technician,Married,No,Y,3,35,1,727,3,Bachelor's Degree,1,3,41,2,1,3,1281,16900,1,18,3,3,80,2,1,3,1,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-705,705,Male,Research Scientist,Married,No,Y,3,23,1,885,4,Bachelor's Degree,1,1,58,4,1,1,2819,8544,2,16,3,1,80,1,5,4,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-707,707,Male,Sales Executive,Married,No,Y,4,25,1,810,8,Bachelor's Degree,1,4,57,4,2,2,4851,15678,0,22,4,3,80,1,4,3,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-709,709,Female,Sales Executive,Single,No,Y,2,38,1,243,7,Master's Degree,1,4,46,2,2,4,4028,7791,0,20,4,1,80,0,8,3,7,7,0,5
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-710,710,Male,Research Scientist,Divorced,No,Y,5,29,1,806,1,Master's Degree,1,2,76,1,1,4,2720,18959,1,18,3,4,80,1,10,3,10,7,2,8
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-712,712,Male,Sales Executive,Married,No,Y,3,48,1,817,2,High School,1,2,56,4,2,2,8120,18597,3,12,3,4,80,0,12,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-714,714,Female,Sales Executive,Divorced,Yes,Y,3,27,1,1410,3,High School,1,4,71,4,2,4,4647,16673,1,20,4,2,80,2,6,3,6,5,0,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-715,715,Male,Research Scientist,Single,No,Y,2,37,1,1225,10,Associates Degree,1,4,80,4,1,4,4680,15232,3,17,3,1,80,0,4,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-716,716,Male,Laboratory Technician,Married,Yes,Y,3,50,1,1207,28,High School,1,4,74,4,1,3,3221,3297,1,11,3,3,80,3,20,3,20,8,3,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-717,717,Female,Healthcare Representative,Single,No,Y,3,34,1,1442,9,Bachelor's Degree,1,4,46,2,3,2,8621,17654,1,14,3,2,80,0,9,4,8,7,7,7
Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Life Sciences,STAFF-720,720,Female,Sales Executive,Single,No,Y,3,24,0,693,3,Associates Degree,1,1,65,3,2,3,4577,24785,9,14,3,1,80,0,4,3,2,2,2,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-721,721,Female,Healthcare Representative,Single,No,Y,4,39,1,408,2,Master's Degree,1,4,80,2,2,3,4553,20978,1,11,3,1,80,0,20,3,20,7,11,10
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-722,722,Male,Sales Executive,Single,No,Y,2,32,1,929,10,Bachelor's Degree,1,4,55,3,2,4,5396,21703,1,12,3,4,80,0,10,2,10,7,0,8
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Technical Degree,STAFF-723,723,Male,Sales Executive,Married,Yes,Y,4,50,0,562,8,Associates Degree,1,2,50,3,2,3,6796,23452,3,14,3,1,80,1,18,3,4,3,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-724,724,Female,Healthcare Representative,Single,No,Y,4,38,1,827,1,Master's Degree,1,2,33,4,2,4,7625,19383,0,13,3,3,80,0,10,2,9,7,1,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-725,725,Female,Manufacturing Director,Married,No,Y,3,27,1,608,1,Associates Degree,1,3,68,3,3,1,7412,6009,1,11,3,4,80,0,9,3,9,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-727,727,Female,Research Director,Single,No,Y,6,32,1,1018,3,Associates Degree,1,3,39,3,3,4,11159,19373,3,15,3,4,80,0,10,3,7,7,7,7
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-728,728,Male,Sales Executive,Single,No,Y,2,47,1,703,14,Master's Degree,1,4,42,3,2,1,4960,11825,2,12,3,4,80,0,20,3,7,7,1,7
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,STAFF-729,729,Male,Sales Executive,Married,Yes,Y,2,40,1,580,5,Master's Degree,1,4,48,2,3,1,10475,23772,5,21,4,3,80,1,20,3,18,13,1,12
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-730,730,Male,Research Director,Married,No,Y,3,53,1,970,7,Bachelor's Degree,1,3,59,4,4,3,14814,13514,3,19,3,3,80,0,32,3,5,1,1,3
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,STAFF-731,731,Male,Manager,Divorced,No,Y,2,41,1,427,10,Master's Degree,1,2,73,2,5,4,19141,8861,3,15,3,2,80,3,23,2,21,6,12,6
No,Travel_Rarely,Over 55,Current Employees,Sales,Marketing,STAFF-732,732,Male,Sales Executive,Single,No,Y,1,60,1,1179,16,Master's Degree,1,1,84,3,2,1,5405,11924,8,14,3,4,80,0,10,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-733,733,Male,Manufacturing Director,Divorced,No,Y,4,27,1,294,10,Associates Degree,1,4,32,3,3,1,8793,4809,1,21,4,3,80,2,9,2,9,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,STAFF-734,734,Male,Manager,Married,No,Y,3,41,1,314,1,Bachelor's Degree,1,4,59,2,5,3,19189,19562,1,12,3,2,80,1,22,3,22,7,2,10
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-738,738,Male,Sales Representative,Married,No,Y,2,50,1,316,8,Master's Degree,1,4,54,3,1,2,3875,9983,7,15,3,4,80,1,4,3,2,2,2,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-741,741,Female,Research Scientist,Single,Yes,Y,4,28,0,654,1,Associates Degree,1,1,67,1,1,2,2216,3872,7,13,3,4,80,0,10,3,7,7,3,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-742,742,Female,Research Director,Married,No,Y,2,36,1,427,8,Bachelor's Degree,1,1,63,4,3,1,11713,20335,9,14,3,1,80,1,10,3,8,7,0,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-743,743,Female,Manufacturing Director,Single,Yes,Y,4,38,1,168,1,Bachelor's Degree,1,3,81,3,3,3,7861,15397,4,14,3,4,80,0,10,4,1,0,0,0
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-744,744,Male,Laboratory Technician,Single,No,Y,5,44,1,381,24,Bachelor's Degree,1,1,49,1,1,3,3708,2104,2,14,3,3,80,0,9,3,5,2,1,4
No,Travel_Frequently,45 - 54,Current Employees,Sales,Medical,STAFF-746,746,Female,Sales Executive,Divorced,Yes,Y,2,47,1,217,3,Bachelor's Degree,1,4,49,3,4,3,13770,10225,9,12,3,4,80,2,28,2,22,2,11,13
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-747,747,Male,Sales Executive,Divorced,No,Y,2,30,1,501,27,Doctoral Degree,1,3,99,3,2,4,5304,25275,7,23,4,4,80,1,10,2,8,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-749,749,Male,Sales Representative,Single,No,Y,6,29,1,1396,10,Bachelor's Degree,1,3,99,3,1,3,2642,2755,1,11,3,3,80,0,1,3,1,0,0,0
Yes,Travel_Frequently,35 - 44,Ex-Employees,R&D,Medical,STAFF-752,752,Male,Research Scientist,Divorced,Yes,Y,2,42,0,933,19,Bachelor's Degree,1,3,57,4,1,3,2759,20366,6,12,3,4,80,0,7,3,2,2,2,2
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,STAFF-754,754,Male,Sales Executive,Married,No,Y,5,43,1,775,15,Bachelor's Degree,1,4,47,2,2,4,6804,23683,3,18,3,3,80,1,7,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-757,757,Female,Healthcare Representative,Single,No,Y,2,34,1,970,8,Associates Degree,1,2,96,3,2,3,6142,7360,3,11,3,4,80,0,10,3,5,1,4,3
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-758,758,Male,Laboratory Technician,Married,No,Y,2,23,1,650,9,High School,1,2,37,3,1,1,2500,4344,1,14,3,4,80,1,5,4,4,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,STAFF-760,760,Female,Human Resources,Married,No,Y,3,39,1,141,3,Bachelor's Degree,1,3,44,4,2,2,6389,18767,9,15,3,3,80,1,12,1,8,3,3,6
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-762,762,Male,Healthcare Representative,Married,No,Y,1,56,1,832,9,Bachelor's Degree,1,3,81,3,4,4,11103,20420,7,11,3,3,80,0,30,2,10,7,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-763,763,Female,Research Scientist,Single,Yes,Y,2,40,1,804,2,High School,1,4,86,2,1,4,2342,22929,0,20,4,4,80,0,5,2,4,2,2,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-764,764,Female,Healthcare Representative,Single,No,Y,2,27,1,975,7,Bachelor's Degree,1,4,55,2,2,1,6811,23398,8,19,3,1,80,0,9,1,7,6,0,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-766,766,Male,Sales Representative,Divorced,No,Y,2,29,1,1090,10,Bachelor's Degree,1,4,83,3,1,2,2297,17967,1,14,3,4,80,2,2,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-769,769,Male,Laboratory Technician,Single,No,Y,4,53,1,346,6,Bachelor's Degree,1,4,86,3,2,4,2450,10919,2,17,3,4,80,0,19,3,2,2,2,2
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-771,771,Female,Healthcare Representative,Divorced,No,Y,2,35,1,1225,2,Master's Degree,1,4,61,3,2,1,5093,4761,2,11,3,1,80,1,16,4,1,0,0,0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-772,772,Male,Laboratory Technician,Married,No,Y,2,32,1,430,24,Master's Degree,1,1,80,3,2,4,5309,21146,1,15,3,4,80,2,10,3,10,8,4,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-773,773,Male,Research Scientist,Married,Yes,Y,0,38,1,268,2,Doctoral Degree,1,4,92,3,1,3,3057,20471,6,13,3,2,80,1,6,1,1,0,0,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-775,775,Female,Manufacturing Director,Divorced,No,Y,3,34,1,167,8,Doctoral Degree,1,2,32,3,2,1,5121,4187,3,14,3,3,80,1,7,3,0,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-776,776,Male,Manager,Married,No,Y,3,52,1,621,3,Master's Degree,1,3,31,2,4,1,16856,10084,1,11,3,1,80,0,34,4,34,6,1,16
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Other,STAFF-780,780,Male,Research Scientist,Single,Yes,Y,2,33,0,527,1,Master's Degree,1,4,63,3,1,4,2686,5207,1,13,3,3,80,0,10,2,10,9,7,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-781,781,Female,Sales Executive,Single,No,Y,5,25,1,883,26,High School,1,3,32,3,2,4,6180,22807,1,23,4,2,80,0,6,2,6,5,1,4
No,Travel_Rarely,45 - 54,Current Employees,Sales,Technical Degree,STAFF-783,783,Male,Sales Representative,Single,No,Y,3,45,1,954,2,Associates Degree,1,2,46,1,2,3,6632,12388,0,13,3,1,80,0,9,3,8,7,3,1
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-784,784,Male,Research Scientist,Single,No,Y,3,23,1,310,10,High School,1,1,79,4,1,3,3505,19630,1,18,3,4,80,0,2,3,2,2,0,2
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Life Sciences,STAFF-785,785,Female,Sales Executive,Single,Yes,Y,2,47,0,719,27,Associates Degree,1,2,77,4,2,3,6397,10339,4,12,3,4,80,0,8,3,5,4,1,3
